♠5,♣5,♥2,♣7,♦6,(1) One pair
♥10,♦2,♥2,♣8,♣7,(1) One pair
♠5,♥K,♣5,♥10,♣8,(1) One pair
♠5,♥K,♣5,♥10,♣7,(1) One pair
♠5,♥K,♣5,♥10,♦6,(1) One pair
♠5,♥K,♣5,♥10,♦4,(1) One pair
♦2,♥2,♣7,♦6,♦4,(1) One pair
♠5,♥K,♣5,♦2,♣8,(1) One pair
♠5,♥K,♣5,♦2,♣7,(1) One pair
♠5,♥K,♣5,♦2,♦6,(1) One pair
♠5,♥K,♣5,♦2,♦4,(1) One pair
♠5,♥K,♣5,♥2,♣8,(1) One pair
♠5,♥K,♣5,♥2,♣7,(1) One pair
♠5,♥K,♣5,♥2,♦6,(1) One pair
♠5,♥K,♣5,♥2,♦4,(1) One pair
♠5,♥K,♣5,♣8,♣7,(1) One pair
♠5,♥K,♣5,♣8,♦6,(1) One pair
♠5,♥K,♣5,♣8,♦4,(1) One pair
♠5,♥K,♣5,♣7,♦6,(1) One pair
♠5,♥K,♣5,♣7,♦4,(1) One pair
♠5,♥K,♣5,♥10,♦2,(1) One pair
♠5,♥K,♥10,♦2,♥2,(1) One pair
♠5,♥K,♦2,♥2,♣8,(1) One pair
♠5,♥K,♦2,♥2,♣7,(1) One pair
♠5,♥K,♦2,♥2,♦6,(1) One pair
♠5,♥K,♦2,♥2,♦4,(1) One pair
♦2,♥2,♣8,♦6,♦4,(1) One pair
♠5,♣5,♥10,♦2,♣8,(1) One pair
♠5,♣5,♥10,♦2,♣7,(1) One pair
♠5,♣5,♥10,♦2,♦6,(1) One pair
♠5,♣5,♥10,♦2,♦4,(1) One pair
♠5,♣5,♥10,♥2,♣8,(1) One pair
♠5,♣5,♥10,♥2,♣7,(1) One pair
♠5,♣5,♥10,♥2,♦6,(1) One pair
♠5,♣5,♥10,♥2,♦4,(1) One pair
♠5,♣5,♥10,♣8,♣7,(1) One pair
♠5,♣5,♥10,♣8,♦6,(1) One pair
♠5,♣5,♥10,♣8,♦4,(1) One pair
♠5,♣5,♥10,♣7,♦6,(1) One pair
♠5,♣5,♥10,♣7,♦4,(1) One pair
