♦J,♥10,♥8,♥7,♠10,(1) One pair
♣7,♥10,♥8,♥7,♣K,(1) One pair
♠4,♦J,♣7,♥10,♠10,(1) One pair
♠4,♦J,♣7,♦5,♥7,(1) One pair
♠4,♦J,♣7,♦6,♥7,(1) One pair
♠4,♦J,♣7,♥8,♥7,(1) One pair
♠4,♦J,♣7,♦2,♥7,(1) One pair
♠4,♦J,♣7,♥7,♣10,(1) One pair
♦J,♥10,♥8,♥7,♣10,(1) One pair
♠4,♦J,♣7,♥7,♣K,(1) One pair
♠4,♦J,♣7,♣10,♠10,(1) One pair
♠4,♦J,♥10,♦5,♣10,(1) One pair
♠4,♦J,♥10,♦5,♠10,(1) One pair
♠4,♦J,♥10,♦6,♣10,(1) One pair
♠4,♦J,♥10,♦6,♠10,(1) One pair
♠4,♦J,♥10,♥8,♣10,(1) One pair
♠4,♦J,♥10,♥8,♠10,(1) One pair
♠4,♦J,♥10,♦2,♣10,(1) One pair
♠4,♦J,♥10,♦2,♠10,(1) One pair
♠4,♦J,♥10,♥7,♣10,(1) One pair
♠4,♦J,♥10,♥7,♠10,(1) One pair
♠4,♦J,♥10,♣10,♣K,(1) One pair
♠4,♦J,♥10,♠10,♣K,(1) One pair
♠4,♦J,♦5,♣10,♠10,(1) One pair
♠4,♦J,♦6,♣10,♠10,(1) One pair
♠4,♦J,♥8,♣10,♠10,(1) One pair
♠4,♦J,♦2,♣10,♠10,(1) One pair
♠4,♦J,♥7,♣10,♠10,(1) One pair
♠4,♦J,♣10,♠10,♣K,(1) One pair
♠4,♣7,♥10,♦5,♥7,(1) One pair
♠4,♣7,♥10,♦5,♣10,(1) One pair
♠4,♣7,♥10,♦5,♠10,(1) One pair
♠4,♣7,♥10,♦6,♥7,(1) One pair
♠4,♣7,♥10,♦6,♣10,(1) One pair
♠4,♣7,♥10,♦6,♠10,(1) One pair
♠4,♣7,♥10,♥8,♥7,(1) One pair
♠4,♣7,♥10,♥8,♣10,(1) One pair
♠4,♣7,♥10,♥8,♠10,(1) One pair
♠4,♣7,♥10,♦2,♥7,(1) One pair
♠4,♣7,♥10,♦2,♣10,(1) One pair
♠4,♣7,♥10,♦2,♠10,(1) One pair
♠4,♣7,♥10,♥7,♣K,(1) One pair
♠4,♣7,♥10,♣10,♣K,(1) One pair
♠4,♣7,♥10,♠10,♣K,(1) One pair
♠4,♣7,♦5,♦6,♥7,(1) One pair
♦2,♥7,♣10,♠10,♣K,(1) One pair
♥8,♥7,♣10,♠10,♣K,(1) One pair
♥8,♦2,♣10,♠10,♣K,(1) One pair
♥8,♦2,♥7,♣10,♠10,(1) One pair
♠4,♣7,♦5,♥8,♥7,(1) One pair
♠4,♣7,♦5,♦2,♥7,(1) One pair
♠4,♣7,♦5,♥7,♣10,(1) One pair
♠4,♣7,♦5,♥7,♠10,(1) One pair
♠4,♣7,♦5,♥7,♣K,(1) One pair
♠4,♣7,♦5,♣10,♠10,(1) One pair
♠4,♣7,♦6,♥8,♥7,(1) One pair
♠4,♣7,♦6,♦2,♥7,(1) One pair
♠4,♣7,♦6,♥7,♣10,(1) One pair
♠4,♣7,♦6,♥7,♠10,(1) One pair
♠4,♣7,♦6,♥7,♣K,(1) One pair
♠4,♣7,♦6,♣10,♠10,(1) One pair
♠4,♣7,♥8,♦2,♥7,(1) One pair
♠4,♣7,♥8,♥7,♣10,(1) One pair
♠4,♣7,♥8,♥7,♠10,(1) One pair
♠4,♣7,♥8,♥7,♣K,(1) One pair
♠4,♣7,♥8,♣10,♠10,(1) One pair
♠4,♣7,♦2,♥7,♣10,(1) One pair
♠4,♣7,♦2,♥7,♠10,(1) One pair
♠4,♣7,♦2,♥7,♣K,(1) One pair
♠4,♣7,♦2,♣10,♠10,(1) One pair
♦6,♥7,♣10,♠10,♣K,(1) One pair
♠4,♣7,♥7,♣10,♣K,(1) One pair
♠4,♣7,♥7,♠10,♣K,(1) One pair
♠4,♣7,♣10,♠10,♣K,(1) One pair
♠4,♥10,♦5,♦6,♣10,(1) One pair
♠4,♥10,♦5,♦6,♠10,(1) One pair
♠4,♥10,♦5,♥8,♣10,(1) One pair
♠4,♥10,♦5,♥8,♠10,(1) One pair
♠4,♥10,♦5,♦2,♣10,(1) One pair
♠4,♥10,♦5,♦2,♠10,(1) One pair
♠4,♥10,♦5,♥7,♣10,(1) One pair
♠4,♥10,♦5,♥7,♠10,(1) One pair
♦6,♦2,♣10,♠10,♣K,(1) One pair
♠4,♥10,♦5,♣10,♣K,(1) One pair
♠4,♥10,♦5,♠10,♣K,(1) One pair
♠4,♥10,♦6,♥8,♣10,(1) One pair
♠4,♥10,♦6,♥8,♠10,(1) One pair
♠4,♥10,♦6,♦2,♣10,(1) One pair
♠4,♥10,♦6,♦2,♠10,(1) One pair
♠4,♥10,♦6,♥7,♣10,(1) One pair
♠4,♥10,♦6,♥7,♠10,(1) One pair
♦6,♦2,♥7,♣10,♠10,(1) One pair
♠4,♥10,♦6,♣10,♣K,(1) One pair
♠4,♥10,♦6,♠10,♣K,(1) One pair
♠4,♥10,♥8,♦2,♣10,(1) One pair
♠4,♥10,♥8,♦2,♠10,(1) One pair
♠4,♥10,♥8,♥7,♣10,(1) One pair
♠4,♥10,♥8,♥7,♠10,(1) One pair
♦6,♥8,♣10,♠10,♣K,(1) One pair
♠4,♥10,♥8,♣10,♣K,(1) One pair
♠4,♥10,♥8,♠10,♣K,(1) One pair
♠4,♥10,♦2,♥7,♣10,(1) One pair
♠4,♥10,♦2,♥7,♠10,(1) One pair
♦6,♥8,♥7,♣10,♠10,(1) One pair
♠4,♥10,♦2,♣10,♣K,(1) One pair
♠4,♥10,♦2,♠10,♣K,(1) One pair
♦6,♥8,♦2,♣10,♠10,(1) One pair
♠4,♥10,♥7,♣10,♣K,(1) One pair
♠4,♥10,♥7,♠10,♣K,(1) One pair
♦5,♥7,♣10,♠10,♣K,(1) One pair
♦5,♦2,♣10,♠10,♣K,(1) One pair
♦5,♦2,♥7,♣10,♠10,(1) One pair
♠4,♦5,♦6,♣10,♠10,(1) One pair
♠4,♦5,♥8,♣10,♠10,(1) One pair
♠4,♦5,♦2,♣10,♠10,(1) One pair
♠4,♦5,♥7,♣10,♠10,(1) One pair
♠4,♦5,♣10,♠10,♣K,(1) One pair
♠4,♦6,♥8,♣10,♠10,(1) One pair
♠4,♦6,♦2,♣10,♠10,(1) One pair
♠4,♦6,♥7,♣10,♠10,(1) One pair
♠4,♦6,♣10,♠10,♣K,(1) One pair
♠4,♥8,♦2,♣10,♠10,(1) One pair
♠4,♥8,♥7,♣10,♠10,(1) One pair
♠4,♥8,♣10,♠10,♣K,(1) One pair
♠4,♦2,♥7,♣10,♠10,(1) One pair
♠4,♦2,♣10,♠10,♣K,(1) One pair
♠4,♥7,♣10,♠10,♣K,(1) One pair
♦J,♣7,♥10,♦5,♥7,(1) One pair
♦J,♣7,♥10,♦5,♣10,(1) One pair
♦J,♣7,♥10,♦5,♠10,(1) One pair
♦J,♣7,♥10,♦6,♥7,(1) One pair
♦J,♣7,♥10,♦6,♣10,(1) One pair
♦J,♣7,♥10,♦6,♠10,(1) One pair
♦J,♣7,♥10,♥8,♥7,(1) One pair
♦J,♣7,♥10,♥8,♣10,(1) One pair
♦J,♣7,♥10,♥8,♠10,(1) One pair
♦J,♣7,♥10,♦2,♥7,(1) One pair
♦J,♣7,♥10,♦2,♣10,(1) One pair
♦J,♣7,♥10,♦2,♠10,(1) One pair
♦5,♥8,♣10,♠10,♣K,(1) One pair
♦5,♥8,♥7,♣10,♠10,(1) One pair
♦J,♣7,♥10,♥7,♣K,(1) One pair
♦5,♥8,♦2,♣10,♠10,(1) One pair
♦J,♣7,♥10,♣10,♣K,(1) One pair
♦J,♣7,♥10,♠10,♣K,(1) One pair
♦J,♣7,♦5,♦6,♥7,(1) One pair
♦J,♣7,♦5,♥8,♥7,(1) One pair
♦J,♣7,♦5,♦2,♥7,(1) One pair
♦J,♣7,♦5,♥7,♣10,(1) One pair
♦J,♣7,♦5,♥7,♠10,(1) One pair
♦J,♣7,♦5,♥7,♣K,(1) One pair
♦J,♣7,♦5,♣10,♠10,(1) One pair
♦J,♣7,♦6,♥8,♥7,(1) One pair
♦J,♣7,♦6,♦2,♥7,(1) One pair
♦J,♣7,♦6,♥7,♣10,(1) One pair
♦J,♣7,♦6,♥7,♠10,(1) One pair
♦J,♣7,♦6,♥7,♣K,(1) One pair
♦J,♣7,♦6,♣10,♠10,(1) One pair
♦J,♣7,♥8,♦2,♥7,(1) One pair
♦J,♣7,♥8,♥7,♣10,(1) One pair
♦J,♣7,♥8,♥7,♠10,(1) One pair
♦J,♣7,♥8,♥7,♣K,(1) One pair
♦J,♣7,♥8,♣10,♠10,(1) One pair
♦J,♣7,♦2,♥7,♣10,(1) One pair
♦J,♣7,♦2,♥7,♠10,(1) One pair
♦J,♣7,♦2,♥7,♣K,(1) One pair
♦J,♣7,♦2,♣10,♠10,(1) One pair
♦5,♦6,♣10,♠10,♣K,(1) One pair
♦J,♣7,♥7,♣10,♣K,(1) One pair
♦J,♣7,♥7,♠10,♣K,(1) One pair
♦J,♣7,♣10,♠10,♣K,(1) One pair
♦J,♥10,♦5,♦6,♣10,(1) One pair
♦J,♥10,♦5,♦6,♠10,(1) One pair
♦J,♥10,♦5,♥8,♣10,(1) One pair
♦J,♥10,♦5,♥8,♠10,(1) One pair
♦J,♥10,♦5,♦2,♣10,(1) One pair
♦J,♥10,♦5,♦2,♠10,(1) One pair
♦J,♥10,♦5,♥7,♣10,(1) One pair
♦J,♥10,♦5,♥7,♠10,(1) One pair
♦5,♦6,♥7,♣10,♠10,(1) One pair
♦J,♥10,♦5,♣10,♣K,(1) One pair
♦J,♥10,♦5,♠10,♣K,(1) One pair
♦J,♥10,♦6,♥8,♣10,(1) One pair
♦J,♥10,♦6,♥8,♠10,(1) One pair
♦J,♥10,♦6,♦2,♣10,(1) One pair
♦J,♥10,♦6,♦2,♠10,(1) One pair
♦J,♥10,♦6,♥7,♣10,(1) One pair
♦J,♥10,♦6,♥7,♠10,(1) One pair
♦5,♦6,♦2,♣10,♠10,(1) One pair
♦J,♥10,♦6,♣10,♣K,(1) One pair
♦J,♥10,♦6,♠10,♣K,(1) One pair
♦J,♥10,♥8,♦2,♣10,(1) One pair
♦5,♦6,♥8,♣10,♠10,(1) One pair
♠4,♦J,♣7,♥7,♠10,(1) One pair
♠4,♦J,♣7,♥10,♣10,(1) One pair
♥10,♦2,♥7,♠10,♣K,(1) One pair
♦J,♥10,♥8,♣10,♣K,(1) One pair
♦J,♥10,♥8,♠10,♣K,(1) One pair
♦J,♥10,♦2,♥7,♣10,(1) One pair
♦J,♥10,♦2,♥7,♠10,(1) One pair
♥10,♦2,♥7,♣10,♣K,(1) One pair
♦J,♥10,♦2,♣10,♣K,(1) One pair
♦J,♥10,♦2,♠10,♣K,(1) One pair
♥10,♥8,♥7,♠10,♣K,(1) One pair
♦J,♥10,♥7,♣10,♣K,(1) One pair
♦J,♥10,♥7,♠10,♣K,(1) One pair
♥10,♥8,♥7,♣10,♣K,(1) One pair
♦J,♦5,♦6,♣10,♠10,(1) One pair
♦J,♦5,♥8,♣10,♠10,(1) One pair
♦J,♦5,♦2,♣10,♠10,(1) One pair
♦J,♦5,♥7,♣10,♠10,(1) One pair
♦J,♦5,♣10,♠10,♣K,(1) One pair
♦J,♦6,♥8,♣10,♠10,(1) One pair
♦J,♦6,♦2,♣10,♠10,(1) One pair
♦J,♦6,♥7,♣10,♠10,(1) One pair
♦J,♦6,♣10,♠10,♣K,(1) One pair
♦J,♥8,♦2,♣10,♠10,(1) One pair
♦J,♥8,♥7,♣10,♠10,(1) One pair
♦J,♥8,♣10,♠10,♣K,(1) One pair
♦J,♦2,♥7,♣10,♠10,(1) One pair
♦J,♦2,♣10,♠10,♣K,(1) One pair
♦J,♥7,♣10,♠10,♣K,(1) One pair
♣7,♥10,♦5,♦6,♥7,(1) One pair
♣7,♥10,♦5,♦6,♣10,(1) One pair
♣7,♥10,♦5,♦6,♠10,(1) One pair
♣7,♥10,♦5,♥8,♥7,(1) One pair
♣7,♥10,♦5,♥8,♣10,(1) One pair
♣7,♥10,♦5,♥8,♠10,(1) One pair
♣7,♥10,♦5,♦2,♥7,(1) One pair
♣7,♥10,♦5,♦2,♣10,(1) One pair
♣7,♥10,♦5,♦2,♠10,(1) One pair
♥10,♥8,♦2,♠10,♣K,(1) One pair
♥10,♥8,♦2,♣10,♣K,(1) One pair
♣7,♥10,♦5,♥7,♣K,(1) One pair
♥10,♥8,♦2,♥7,♠10,(1) One pair
♣7,♥10,♦5,♣10,♣K,(1) One pair
♣7,♥10,♦5,♠10,♣K,(1) One pair
♣7,♥10,♦6,♥8,♥7,(1) One pair
♣7,♥10,♦6,♥8,♣10,(1) One pair
♣7,♥10,♦6,♥8,♠10,(1) One pair
♣7,♥10,♦6,♦2,♥7,(1) One pair
♣7,♥10,♦6,♦2,♣10,(1) One pair
♣7,♥10,♦6,♦2,♠10,(1) One pair
♥10,♥8,♦2,♥7,♣10,(1) One pair
♥10,♦6,♥7,♠10,♣K,(1) One pair
♣7,♥10,♦6,♥7,♣K,(1) One pair
♥10,♦6,♥7,♣10,♣K,(1) One pair
♣7,♥10,♦6,♣10,♣K,(1) One pair
♣7,♥10,♦6,♠10,♣K,(1) One pair
♣7,♥10,♥8,♦2,♥7,(1) One pair
♣7,♥10,♥8,♦2,♣10,(1) One pair
♣7,♥10,♥8,♦2,♠10,(1) One pair
♦J,♥10,♥8,♦2,♠10,(1) One pair
