♥2,♥A,♥K,♦7,♥7,(1) One pair
♠2,♥2,♥A,♣6,♥7,(1) One pair
♥K,♦7,♥5,♣6,♥7,(1) One pair
♠Q,♠2,♥2,♣K,♠6,(1) One pair
♠Q,♠2,♥2,♣K,♦7,(1) One pair
♠Q,♠2,♥2,♣K,♥5,(1) One pair
♠Q,♠2,♥2,♣K,♣6,(1) One pair
♠Q,♠2,♥2,♣K,♥7,(1) One pair
♠Q,♠2,♥2,♣8,♥A,(1) One pair
♠Q,♠2,♥2,♣8,♥K,(1) One pair
♠Q,♠2,♥2,♣8,♠6,(1) One pair
♠Q,♠2,♥2,♣8,♦7,(1) One pair
♠Q,♠2,♥2,♣8,♥5,(1) One pair
♠Q,♠2,♥2,♣8,♣6,(1) One pair
♠Q,♠2,♥2,♣8,♥7,(1) One pair
♠Q,♠2,♥2,♥A,♥K,(1) One pair
♠Q,♠2,♥2,♥A,♠6,(1) One pair
♠Q,♠2,♥2,♥A,♦7,(1) One pair
♠Q,♠2,♥2,♥A,♥5,(1) One pair
♠Q,♠2,♥2,♥A,♣6,(1) One pair
♠Q,♠2,♥2,♥A,♥7,(1) One pair
♠Q,♠2,♥2,♥K,♠6,(1) One pair
♠Q,♠2,♥2,♥K,♦7,(1) One pair
♠Q,♠2,♥2,♥K,♥5,(1) One pair
♠Q,♠2,♥2,♥K,♣6,(1) One pair
♠Q,♠2,♥2,♥K,♥7,(1) One pair
♠Q,♠2,♥2,♠6,♦7,(1) One pair
♠Q,♠2,♥2,♠6,♥5,(1) One pair
♥K,♠6,♥5,♣6,♥7,(1) One pair
♠Q,♠2,♥2,♠6,♥7,(1) One pair
♠Q,♠2,♥2,♦7,♥5,(1) One pair
♠Q,♠2,♥2,♦7,♣6,(1) One pair
♥K,♠6,♦7,♥5,♥7,(1) One pair
♠Q,♠2,♥2,♥5,♣6,(1) One pair
♠Q,♠2,♥2,♥5,♥7,(1) One pair
♠Q,♠2,♥2,♣6,♥7,(1) One pair
♠Q,♠2,♣K,♣8,♥K,(1) One pair
♠Q,♠2,♣K,♥A,♥K,(1) One pair
♠Q,♠2,♣K,♥K,♠6,(1) One pair
♠Q,♠2,♣K,♥K,♦7,(1) One pair
♠Q,♠2,♣K,♥K,♥5,(1) One pair
♠Q,♠2,♣K,♥K,♣6,(1) One pair
♠Q,♠2,♣K,♥K,♥7,(1) One pair
♠Q,♠2,♣K,♠6,♣6,(1) One pair
♠Q,♠2,♣K,♦7,♥7,(1) One pair
♠Q,♠2,♣8,♠6,♣6,(1) One pair
♠Q,♠2,♣8,♦7,♥7,(1) One pair
♠Q,♠2,♥A,♠6,♣6,(1) One pair
♠Q,♠2,♥A,♦7,♥7,(1) One pair
♠Q,♠2,♥K,♠6,♣6,(1) One pair
♠Q,♠2,♥K,♦7,♥7,(1) One pair
♠Q,♠2,♠6,♦7,♣6,(1) One pair
♠Q,♠2,♠6,♦7,♥7,(1) One pair
♠Q,♠2,♠6,♥5,♣6,(1) One pair
♠Q,♠2,♠6,♣6,♥7,(1) One pair
♠Q,♠2,♦7,♥5,♥7,(1) One pair
♠Q,♠2,♦7,♣6,♥7,(1) One pair
♠Q,♥2,♣K,♣8,♥K,(1) One pair
♠Q,♥2,♣K,♥A,♥K,(1) One pair
♠Q,♥2,♣K,♥K,♠6,(1) One pair
♠Q,♥2,♣K,♥K,♦7,(1) One pair
♠Q,♥2,♣K,♥K,♥5,(1) One pair
♠Q,♥2,♣K,♥K,♣6,(1) One pair
♠Q,♥2,♣K,♥K,♥7,(1) One pair
♠Q,♥2,♣K,♠6,♣6,(1) One pair
♠Q,♥2,♣K,♦7,♥7,(1) One pair
♠Q,♥2,♣8,♠6,♣6,(1) One pair
♠Q,♥2,♣8,♦7,♥7,(1) One pair
♠Q,♥2,♥A,♠6,♣6,(1) One pair
♠Q,♥2,♥A,♦7,♥7,(1) One pair
♠Q,♥2,♥K,♠6,♣6,(1) One pair
♠Q,♥2,♥K,♦7,♥7,(1) One pair
♠Q,♥2,♠6,♦7,♣6,(1) One pair
♠Q,♥2,♠6,♦7,♥7,(1) One pair
♠Q,♥2,♠6,♥5,♣6,(1) One pair
♠Q,♥2,♠6,♣6,♥7,(1) One pair
♠Q,♥2,♦7,♥5,♥7,(1) One pair
♠Q,♥2,♦7,♣6,♥7,(1) One pair
♠Q,♣K,♣8,♥A,♥K,(1) One pair
♠Q,♣K,♣8,♥K,♠6,(1) One pair
♠Q,♣K,♣8,♥K,♦7,(1) One pair
♠Q,♣K,♣8,♥K,♥5,(1) One pair
♠Q,♣K,♣8,♥K,♣6,(1) One pair
♠Q,♣K,♣8,♥K,♥7,(1) One pair
♠Q,♣K,♣8,♠6,♣6,(1) One pair
♠Q,♣K,♣8,♦7,♥7,(1) One pair
♠Q,♣K,♥A,♥K,♠6,(1) One pair
♠Q,♣K,♥A,♥K,♦7,(1) One pair
♠Q,♣K,♥A,♥K,♥5,(1) One pair
♠Q,♣K,♥A,♥K,♣6,(1) One pair
♠Q,♣K,♥A,♥K,♥7,(1) One pair
♠Q,♣K,♥A,♠6,♣6,(1) One pair
♠Q,♣K,♥A,♦7,♥7,(1) One pair
♠Q,♣K,♥K,♠6,♦7,(1) One pair
♠Q,♣K,♥K,♠6,♥5,(1) One pair
♥K,♠6,♦7,♥5,♣6,(1) One pair
♠Q,♣K,♥K,♠6,♥7,(1) One pair
♠Q,♣K,♥K,♦7,♥5,(1) One pair
♠Q,♣K,♥K,♦7,♣6,(1) One pair
♥A,♦7,♥5,♣6,♥7,(1) One pair
♠Q,♣K,♥K,♥5,♣6,(1) One pair
♠Q,♣K,♥K,♥5,♥7,(1) One pair
♠Q,♣K,♥K,♣6,♥7,(1) One pair
♠Q,♣K,♠6,♦7,♣6,(1) One pair
♠Q,♣K,♠6,♦7,♥7,(1) One pair
♠Q,♣K,♠6,♥5,♣6,(1) One pair
♠Q,♣K,♠6,♣6,♥7,(1) One pair
♠Q,♣K,♦7,♥5,♥7,(1) One pair
♠Q,♣K,♦7,♣6,♥7,(1) One pair
♠Q,♣8,♥A,♠6,♣6,(1) One pair
♠Q,♣8,♥A,♦7,♥7,(1) One pair
♠Q,♣8,♥K,♠6,♣6,(1) One pair
♠Q,♣8,♥K,♦7,♥7,(1) One pair
♠Q,♣8,♠6,♦7,♣6,(1) One pair
♠Q,♣8,♠6,♦7,♥7,(1) One pair
♠Q,♣8,♠6,♥5,♣6,(1) One pair
♠Q,♣8,♠6,♣6,♥7,(1) One pair
♠Q,♣8,♦7,♥5,♥7,(1) One pair
♠Q,♣8,♦7,♣6,♥7,(1) One pair
♠Q,♥A,♥K,♠6,♣6,(1) One pair
♠Q,♥A,♥K,♦7,♥7,(1) One pair
♠Q,♥A,♠6,♦7,♣6,(1) One pair
♠Q,♥A,♠6,♦7,♥7,(1) One pair
♠Q,♥A,♠6,♥5,♣6,(1) One pair
♠Q,♥A,♠6,♣6,♥7,(1) One pair
♠Q,♥A,♦7,♥5,♥7,(1) One pair
♠Q,♥A,♦7,♣6,♥7,(1) One pair
♠Q,♥K,♠6,♦7,♣6,(1) One pair
♠Q,♥K,♠6,♦7,♥7,(1) One pair
♠Q,♥K,♠6,♥5,♣6,(1) One pair
♠Q,♥K,♠6,♣6,♥7,(1) One pair
♠Q,♥K,♦7,♥5,♥7,(1) One pair
♠Q,♥K,♦7,♣6,♥7,(1) One pair
♠Q,♠6,♦7,♥5,♣6,(1) One pair
♠Q,♠6,♦7,♥5,♥7,(1) One pair
♥A,♠6,♥5,♣6,♥7,(1) One pair
♠Q,♠6,♥5,♣6,♥7,(1) One pair
♠Q,♦7,♥5,♣6,♥7,(1) One pair
♠2,♥2,♣K,♣8,♥A,(1) One pair
♥A,♠6,♦7,♥5,♥7,(1) One pair
♠2,♥2,♣K,♣8,♠6,(1) One pair
♠2,♥2,♣K,♣8,♦7,(1) One pair
♠2,♥2,♣K,♣8,♥5,(1) One pair
♠2,♥2,♣K,♣8,♣6,(1) One pair
♠2,♥2,♣K,♣8,♥7,(1) One pair
♥A,♠6,♦7,♥5,♣6,(1) One pair
♠2,♥2,♣K,♥A,♠6,(1) One pair
♠2,♥2,♣K,♥A,♦7,(1) One pair
♠2,♥2,♣K,♥A,♥5,(1) One pair
♠2,♥2,♣K,♥A,♣6,(1) One pair
♠2,♥2,♣K,♥A,♥7,(1) One pair
♥A,♥K,♦7,♣6,♥7,(1) One pair
♥A,♥K,♦7,♥5,♥7,(1) One pair
♥A,♥K,♠6,♣6,♥7,(1) One pair
♥A,♥K,♠6,♥5,♣6,(1) One pair
♥A,♥K,♠6,♦7,♥7,(1) One pair
♠2,♥2,♣K,♠6,♦7,(1) One pair
♠2,♥2,♣K,♠6,♥5,(1) One pair
♥A,♥K,♠6,♦7,♣6,(1) One pair
♠2,♥2,♣K,♠6,♥7,(1) One pair
♠2,♥2,♣K,♦7,♥5,(1) One pair
♠2,♥2,♣K,♦7,♣6,(1) One pair
♣8,♦7,♥5,♣6,♥7,(1) One pair
♠2,♥2,♣K,♥5,♣6,(1) One pair
