♦7,♠10,♣2,♥Q,♦10,(1) One pair
♠3,♥5,♦A,♦3,♣Q,(1) One pair
♠3,♦7,♥5,♠10,♣5,(1) One pair
♠3,♦7,♥5,♠10,♦3,(1) One pair
♠3,♦7,♥5,♠10,♦10,(1) One pair
♠3,♦7,♥5,♠Q,♣5,(1) One pair
♠3,♦7,♥5,♠Q,♦3,(1) One pair
♠3,♦7,♥5,♠Q,♥Q,(1) One pair
♠3,♦7,♥5,♠Q,♣Q,(1) One pair
♠3,♦7,♥5,♣2,♣5,(1) One pair
♠3,♦7,♥5,♣2,♦3,(1) One pair
♠3,♦7,♥5,♦A,♣5,(1) One pair
♠3,♦7,♥5,♦A,♦3,(1) One pair
♠3,♦7,♥5,♣5,♠8,(1) One pair
♠3,♦7,♥5,♣5,♥Q,(1) One pair
♠3,♦7,♥5,♣5,♦10,(1) One pair
♠3,♦7,♥5,♣5,♣Q,(1) One pair
♠3,♦7,♥5,♠8,♦3,(1) One pair
♠3,♦7,♥5,♦3,♥Q,(1) One pair
♠3,♦7,♥5,♦3,♦10,(1) One pair
♠3,♦7,♥5,♦3,♣Q,(1) One pair
♠3,♦7,♥5,♥Q,♣Q,(1) One pair
♠3,♦7,♠J,♠10,♦3,(1) One pair
♠3,♦7,♠J,♠10,♦10,(1) One pair
♠3,♦7,♠J,♠Q,♦3,(1) One pair
♠3,♦7,♠J,♠Q,♥Q,(1) One pair
♠3,♦7,♠J,♠Q,♣Q,(1) One pair
♠3,♦7,♠J,♣2,♦3,(1) One pair
♠3,♦7,♠J,♦A,♦3,(1) One pair
♠3,♦7,♠J,♣5,♦3,(1) One pair
♠3,♦7,♠J,♠8,♦3,(1) One pair
♠3,♦7,♠J,♦3,♥Q,(1) One pair
♠3,♦7,♠J,♦3,♦10,(1) One pair
♠3,♦7,♠J,♦3,♣Q,(1) One pair
♠3,♦7,♠J,♥Q,♣Q,(1) One pair
♠3,♦7,♠10,♠Q,♦3,(1) One pair
♠3,♦7,♠10,♠Q,♥Q,(1) One pair
♠3,♦7,♠10,♠Q,♦10,(1) One pair
♠3,♦7,♠10,♠Q,♣Q,(1) One pair
♠3,♦7,♠10,♣2,♦3,(1) One pair
♠3,♦7,♠10,♣2,♦10,(1) One pair
♠3,♦7,♠10,♦A,♦3,(1) One pair
♠3,♦7,♠10,♦A,♦10,(1) One pair
♠3,♦7,♠10,♣5,♦3,(1) One pair
♠3,♦7,♠10,♣5,♦10,(1) One pair
♠3,♦7,♠10,♠8,♦3,(1) One pair
♠3,♦7,♠10,♠8,♦10,(1) One pair
♠3,♦7,♠10,♦3,♥Q,(1) One pair
♠3,♦7,♠10,♦3,♣Q,(1) One pair
♠3,♦7,♠10,♥Q,♦10,(1) One pair
♠3,♦7,♠10,♥Q,♣Q,(1) One pair
♠3,♦7,♠10,♦10,♣Q,(1) One pair
♠3,♦7,♠Q,♣2,♦3,(1) One pair
♠3,♦7,♠Q,♣2,♥Q,(1) One pair
♠3,♦7,♠Q,♣2,♣Q,(1) One pair
♠3,♦7,♠Q,♦A,♦3,(1) One pair
♠3,♦7,♠Q,♦A,♥Q,(1) One pair
♠3,♦7,♠Q,♦A,♣Q,(1) One pair
♠3,♦7,♠Q,♣5,♦3,(1) One pair
♠3,♦7,♠Q,♣5,♥Q,(1) One pair
♠3,♦7,♠Q,♣5,♣Q,(1) One pair
♠3,♦7,♠Q,♠8,♦3,(1) One pair
♠3,♦7,♠Q,♠8,♥Q,(1) One pair
