♣Q,♥3,♦4,♥4,♥8,(1) One pair
♠J,♣3,♠10,♦4,♥4,(1) One pair
♦7,♣Q,♠J,♥K,♠K,(1) One pair
♦7,♣Q,♠J,♥K,♥J,(1) One pair
♦7,♣Q,♠J,♥3,♥J,(1) One pair
♦7,♣Q,♠J,♠10,♥J,(1) One pair
♦7,♣Q,♠J,♠K,♥J,(1) One pair
♦7,♣Q,♠J,♣A,♥J,(1) One pair
♦7,♣Q,♠J,♥J,♦4,(1) One pair
♦7,♣Q,♠J,♥J,♥4,(1) One pair
♦7,♣Q,♠J,♥J,♥8,(1) One pair
♦7,♣Q,♠J,♦4,♥4,(1) One pair
♦7,♣Q,♣3,♥K,♥3,(1) One pair
♦7,♣Q,♣3,♥K,♠K,(1) One pair
♦7,♣Q,♣3,♥3,♠10,(1) One pair
♦7,♣Q,♣3,♥3,♠K,(1) One pair
♦7,♣Q,♣3,♥3,♣A,(1) One pair
♦7,♣Q,♣3,♥3,♥J,(1) One pair
♦7,♣Q,♣3,♥3,♦4,(1) One pair
♦7,♣Q,♣3,♥3,♥4,(1) One pair
♦7,♣Q,♣3,♥3,♥8,(1) One pair
♦7,♣Q,♣3,♦4,♥4,(1) One pair
♦7,♣Q,♥K,♥3,♠K,(1) One pair
♦7,♣Q,♥K,♠10,♠K,(1) One pair
♦7,♣Q,♥K,♠K,♣A,(1) One pair
♦7,♣Q,♥K,♠K,♥J,(1) One pair
♦7,♣Q,♥K,♠K,♦4,(1) One pair
♦7,♣Q,♥K,♠K,♥4,(1) One pair
♦7,♣Q,♥K,♠K,♥8,(1) One pair
♦7,♣Q,♥K,♦4,♥4,(1) One pair
♦7,♣Q,♥3,♦4,♥4,(1) One pair
♦7,♣Q,♠10,♦4,♥4,(1) One pair
♦7,♣Q,♠K,♦4,♥4,(1) One pair
♦7,♣Q,♣A,♦4,♥4,(1) One pair
♦7,♣Q,♥J,♦4,♥4,(1) One pair
♦7,♣Q,♦4,♥4,♥8,(1) One pair
♦7,♠J,♣3,♥K,♥3,(1) One pair
♦7,♠J,♣3,♥K,♠K,(1) One pair
♦7,♠J,♣3,♥K,♥J,(1) One pair
♦7,♠J,♣3,♥3,♠10,(1) One pair
♦7,♠J,♣3,♥3,♠K,(1) One pair
♦7,♠J,♣3,♥3,♣A,(1) One pair
♣A,♥J,♦4,♥4,♥8,(1) One pair
♦7,♠J,♣3,♥3,♦4,(1) One pair
♦7,♠J,♣3,♥3,♥4,(1) One pair
♦7,♠J,♣3,♥3,♥8,(1) One pair
♦7,♠J,♣3,♠10,♥J,(1) One pair
