♠J,♠10,♦8,♠8,♦5,(1) One pair
♣2,♠8,♥3,♦5,♣8,(1) One pair
♣J,♠J,♠A,♠10,♠8,(1) One pair
♠8,♥3,♣4,♦5,♣8,(1) One pair
♣J,♠J,♠A,♠10,♥Q,(1) One pair
♣J,♠J,♠A,♠10,♦2,(1) One pair
♣J,♠J,♠A,♠10,♥3,(1) One pair
♣J,♠J,♠A,♠10,♣4,(1) One pair
♣J,♠J,♠A,♠10,♦5,(1) One pair
♣J,♠J,♠A,♠10,♣8,(1) One pair
♣J,♠J,♠A,♦8,♣2,(1) One pair
♠8,♦2,♣4,♦5,♣8,(1) One pair
♠8,♦2,♥3,♦5,♣8,(1) One pair
♣J,♠J,♠A,♦8,♥Q,(1) One pair
♣J,♠J,♠A,♦8,♦2,(1) One pair
♣J,♠J,♠A,♦8,♥3,(1) One pair
♣J,♠J,♠A,♦8,♣4,(1) One pair
♣J,♠J,♠A,♦8,♦5,(1) One pair
♠8,♦2,♥3,♣4,♣8,(1) One pair
♣J,♠J,♠A,♣2,♠8,(1) One pair
♠8,♥Q,♣4,♦5,♣8,(1) One pair
♣J,♠J,♠A,♣2,♥Q,(1) One pair
♠8,♥Q,♥3,♦5,♣8,(1) One pair
♣J,♠J,♠A,♣2,♥3,(1) One pair
♣J,♠J,♠A,♣2,♣4,(1) One pair
♣J,♠J,♠A,♣2,♦5,(1) One pair
♣J,♠J,♠A,♣2,♣8,(1) One pair
♠8,♥Q,♥3,♣4,♣8,(1) One pair
♣J,♠J,♠A,♠8,♥Q,(1) One pair
♣J,♠J,♠A,♠8,♦2,(1) One pair
♣J,♠J,♠A,♠8,♥3,(1) One pair
♣J,♠J,♠A,♠8,♣4,(1) One pair
♣J,♠J,♠A,♠8,♦5,(1) One pair
♠8,♥Q,♦2,♦5,♣8,(1) One pair
♠8,♥Q,♦2,♣4,♣8,(1) One pair
♠8,♥Q,♦2,♥3,♣8,(1) One pair
♠8,♥J,♣4,♦5,♣8,(1) One pair
♠8,♥J,♥3,♦5,♣8,(1) One pair
♠8,♥J,♥3,♣4,♣8,(1) One pair
♠8,♥J,♦2,♦5,♣8,(1) One pair
♣J,♠J,♠A,♥Q,♦2,(1) One pair
♣J,♠J,♠A,♥Q,♥3,(1) One pair
♣J,♠J,♠A,♥Q,♣4,(1) One pair
♣J,♠J,♠A,♥Q,♦5,(1) One pair
♣J,♠J,♠A,♥Q,♣8,(1) One pair
♣J,♠J,♠A,♦2,♥3,(1) One pair
♣J,♠J,♠A,♦2,♣4,(1) One pair
♣J,♠J,♠A,♦2,♦5,(1) One pair
♣J,♠J,♠A,♦2,♣8,(1) One pair
♣J,♠J,♠A,♥3,♣4,(1) One pair
♣J,♠J,♠A,♥3,♦5,(1) One pair
♣J,♠J,♠A,♥3,♣8,(1) One pair
♣J,♠J,♠A,♣4,♦5,(1) One pair
♣J,♠J,♠A,♣4,♣8,(1) One pair
♣J,♠J,♠A,♦5,♣8,(1) One pair
♣J,♠J,♠10,♦8,♣2,(1) One pair
♠8,♥J,♦2,♣4,♣8,(1) One pair
♠8,♥J,♦2,♥3,♣8,(1) One pair
♣J,♠J,♠10,♦8,♥Q,(1) One pair
♣J,♠J,♠10,♦8,♦2,(1) One pair
♣J,♠J,♠10,♦8,♥3,(1) One pair
♣J,♠J,♠10,♦8,♣4,(1) One pair
♣J,♠J,♠10,♦8,♦5,(1) One pair
♠8,♥J,♥Q,♦5,♣8,(1) One pair
♣J,♠J,♠10,♣2,♠8,(1) One pair
♠8,♥J,♥Q,♣4,♣8,(1) One pair
♣J,♠J,♠10,♣2,♥Q,(1) One pair
♠8,♥J,♥Q,♥3,♣8,(1) One pair
♣J,♠J,♠10,♣2,♥3,(1) One pair
♣J,♠J,♠10,♣2,♣4,(1) One pair
♣J,♠J,♠10,♣2,♦5,(1) One pair
♣J,♠J,♠10,♣2,♣8,(1) One pair
♠8,♥J,♥Q,♦2,♣8,(1) One pair
♣J,♠J,♠10,♠8,♥Q,(1) One pair
♣J,♠J,♠10,♠8,♦2,(1) One pair
♣J,♠J,♠10,♠8,♥3,(1) One pair
♣J,♠J,♠10,♠8,♣4,(1) One pair
♣J,♠J,♠10,♠8,♦5,(1) One pair
♣2,♦2,♣4,♦5,♣8,(1) One pair
♣2,♦2,♥3,♦5,♣8,(1) One pair
♣2,♦2,♥3,♣4,♣8,(1) One pair
♣2,♦2,♥3,♣4,♦5,(1) One pair
♣2,♥Q,♦2,♦5,♣8,(1) One pair
♣2,♥Q,♦2,♣4,♣8,(1) One pair
♣2,♥Q,♦2,♣4,♦5,(1) One pair
♣J,♠J,♠10,♥Q,♦2,(1) One pair
♣J,♠J,♠10,♥Q,♥3,(1) One pair
♣J,♠J,♠10,♥Q,♣4,(1) One pair
♣J,♠J,♠10,♥Q,♦5,(1) One pair
♣J,♠J,♠10,♥Q,♣8,(1) One pair
♣J,♠J,♠10,♦2,♥3,(1) One pair
♣J,♠J,♠10,♦2,♣4,(1) One pair
♣J,♠J,♠10,♦2,♦5,(1) One pair
♣J,♠J,♠10,♦2,♣8,(1) One pair
♣J,♠J,♠10,♥3,♣4,(1) One pair
♣J,♠J,♠10,♥3,♦5,(1) One pair
♣J,♠J,♠10,♥3,♣8,(1) One pair
♣J,♠J,♠10,♣4,♦5,(1) One pair
♣J,♠J,♠10,♣4,♣8,(1) One pair
♣J,♠J,♠10,♦5,♣8,(1) One pair
♣2,♥Q,♦2,♥3,♣8,(1) One pair
♣2,♥Q,♦2,♥3,♦5,(1) One pair
♣J,♠J,♦8,♣2,♥Q,(1) One pair
