♠7,♥3,♣7,♠4,♣J,(1) One pair
♥A,♠7,♣Q,♣7,♠4,(1) One pair
♥A,♠7,♦J,♥3,♣7,(1) One pair
♥A,♠7,♦J,♥3,♣J,(1) One pair
♥A,♠7,♦J,♦9,♣7,(1) One pair
♥A,♠7,♦J,♦9,♣J,(1) One pair
♥A,♠7,♦J,♣8,♣7,(1) One pair
♥A,♠7,♦J,♣8,♣J,(1) One pair
♥A,♠7,♦J,♣Q,♣7,(1) One pair
♥A,♠7,♦J,♣Q,♣J,(1) One pair
♥A,♠7,♦J,♣7,♣6,(1) One pair
♥A,♠7,♦J,♣7,♠4,(1) One pair
♥A,♠7,♦J,♣7,♠K,(1) One pair
♣6,♠4,♠K,♣J,♠6,(1) One pair
♥A,♠7,♦J,♣7,♠6,(1) One pair
♥A,♠7,♦J,♣6,♣J,(1) One pair
♥A,♠7,♦J,♣6,♠6,(1) One pair
♥A,♠7,♦J,♠4,♣J,(1) One pair
♥A,♠7,♦J,♠K,♣J,(1) One pair
♥A,♠7,♦J,♣J,♠6,(1) One pair
♥A,♠7,♣5,♥3,♣7,(1) One pair
♥A,♠7,♣5,♦9,♣7,(1) One pair
♥A,♠7,♣5,♣8,♣7,(1) One pair
♥A,♠7,♣5,♣Q,♣7,(1) One pair
♥A,♠7,♣5,♣7,♣6,(1) One pair
♥A,♠7,♣5,♣7,♠4,(1) One pair
♥A,♠7,♣5,♣7,♠K,(1) One pair
♥A,♠7,♣5,♣7,♣J,(1) One pair
♥A,♠7,♣5,♣7,♠6,(1) One pair
♥A,♠7,♣5,♣6,♠6,(1) One pair
♥A,♠7,♥3,♦9,♣7,(1) One pair
♥A,♠7,♥3,♣8,♣7,(1) One pair
♥A,♠7,♥3,♣Q,♣7,(1) One pair
♥A,♠7,♥3,♣7,♣6,(1) One pair
♥A,♠7,♥3,♣7,♠4,(1) One pair
♥A,♠7,♥3,♣7,♠K,(1) One pair
♥A,♠7,♥3,♣7,♣J,(1) One pair
♥A,♠7,♥3,♣7,♠6,(1) One pair
♥A,♠7,♥3,♣6,♠6,(1) One pair
♥A,♠7,♦9,♣8,♣7,(1) One pair
♥A,♠7,♦9,♣Q,♣7,(1) One pair
♥A,♠7,♦9,♣7,♣6,(1) One pair
♥A,♠7,♦9,♣7,♠4,(1) One pair
♥A,♠7,♦9,♣7,♠K,(1) One pair
♥A,♠7,♦9,♣7,♣J,(1) One pair
♥A,♠7,♦9,♣7,♠6,(1) One pair
♥A,♠7,♦9,♣6,♠6,(1) One pair
♥A,♠7,♣8,♣Q,♣7,(1) One pair
♥A,♠7,♣8,♣7,♣6,(1) One pair
♥A,♠7,♣8,♣7,♠4,(1) One pair
♥A,♠7,♣8,♣7,♠K,(1) One pair
♥A,♠7,♣8,♣7,♣J,(1) One pair
♥A,♠7,♣8,♣7,♠6,(1) One pair
♥A,♠7,♣8,♣6,♠6,(1) One pair
♥A,♠7,♣Q,♣7,♣6,(1) One pair
♣7,♣6,♠K,♣J,♠6,(1) One pair
♥A,♠7,♣Q,♣7,♠K,(1) One pair
♥A,♠7,♣Q,♣7,♣J,(1) One pair
