♥J,♠8,♥Q,♥10,♥8,(1) One pair
♦6,♦A,♥6,♥Q,♦5,(1) One pair
♦6,♥J,♣10,♠2,♦2,(1) One pair
♦6,♥J,♣10,♠8,♥6,(1) One pair
♦6,♥J,♣10,♠8,♥10,(1) One pair
♦6,♥J,♣10,♠8,♥8,(1) One pair
♦6,♥J,♣10,♥K,♥6,(1) One pair
♦6,♥J,♣10,♥K,♥10,(1) One pair
♦6,♥J,♣10,♦A,♥6,(1) One pair
♦6,♥J,♣10,♦A,♥10,(1) One pair
♦6,♥J,♣10,♥6,♥Q,(1) One pair
♦6,♥J,♣10,♥6,♥7,(1) One pair
♦6,♥J,♣10,♥6,♦5,(1) One pair
♦6,♥J,♣10,♥6,♣7,(1) One pair
♦6,♥J,♣10,♥6,♦2,(1) One pair
♦6,♥J,♣10,♥6,♥8,(1) One pair
♦6,♥J,♣10,♥Q,♥10,(1) One pair
♦6,♥J,♣10,♥7,♥10,(1) One pair
♦6,♥J,♣10,♥7,♣7,(1) One pair
♦6,♥J,♣10,♥10,♦5,(1) One pair
♦6,♥J,♣10,♥10,♣7,(1) One pair
♦6,♥J,♣10,♥10,♦2,(1) One pair
♦6,♥J,♣10,♥10,♥8,(1) One pair
♦6,♥J,♠2,♠8,♥6,(1) One pair
♦6,♥J,♠2,♠8,♦2,(1) One pair
♦6,♥J,♠2,♠8,♥8,(1) One pair
♦6,♥J,♠2,♥K,♥6,(1) One pair
♦6,♥J,♠2,♥K,♦2,(1) One pair
♦6,♥J,♠2,♦A,♥6,(1) One pair
♦6,♥J,♠2,♦A,♦2,(1) One pair
♦6,♥J,♠2,♥6,♥Q,(1) One pair
♦6,♥J,♠2,♥6,♥7,(1) One pair
♦6,♥J,♠2,♥6,♥10,(1) One pair
♦6,♥J,♠2,♥6,♦5,(1) One pair
♦6,♥J,♠2,♥6,♣7,(1) One pair
♦6,♥J,♠2,♥6,♥8,(1) One pair
♦6,♥J,♠2,♥Q,♦2,(1) One pair
♦6,♥J,♠2,♥7,♣7,(1) One pair
♦6,♥J,♠2,♥7,♦2,(1) One pair
♦6,♥J,♠2,♥10,♦2,(1) One pair
♦6,♥J,♠2,♦5,♦2,(1) One pair
♦6,♥J,♠2,♣7,♦2,(1) One pair
♦6,♥J,♠2,♦2,♥8,(1) One pair
♦6,♥J,♠8,♥K,♥6,(1) One pair
♦6,♥J,♠8,♥K,♥8,(1) One pair
♦6,♥J,♠8,♦A,♥6,(1) One pair
♦6,♥J,♠8,♦A,♥8,(1) One pair
♦6,♥J,♠8,♥6,♥Q,(1) One pair
♦6,♥J,♠8,♥6,♥7,(1) One pair
♦6,♥J,♠8,♥6,♥10,(1) One pair
♦6,♥J,♠8,♥6,♦5,(1) One pair
♦6,♥J,♠8,♥6,♣7,(1) One pair
♦6,♥J,♠8,♥6,♦2,(1) One pair
♦6,♥J,♠8,♥Q,♥8,(1) One pair
♦6,♥J,♠8,♥7,♣7,(1) One pair
♥7,♦5,♣7,♦2,♥8,(1) One pair
♦6,♥J,♠8,♥7,♥8,(1) One pair
♦6,♥J,♠8,♥10,♥8,(1) One pair
♦6,♥J,♠8,♦5,♥8,(1) One pair
♦6,♥J,♠8,♣7,♥8,(1) One pair
♦6,♥J,♠8,♦2,♥8,(1) One pair
♦6,♥J,♥K,♦A,♥6,(1) One pair
♦6,♥J,♥K,♥6,♥Q,(1) One pair
♦6,♥J,♥K,♥6,♥7,(1) One pair
♦6,♥J,♥K,♥6,♥10,(1) One pair
♦6,♥J,♥K,♥6,♦5,(1) One pair
♦6,♥J,♥K,♥6,♣7,(1) One pair
♦6,♥J,♥K,♥6,♦2,(1) One pair
♦6,♥J,♥K,♥6,♥8,(1) One pair
♦6,♥J,♥K,♥7,♣7,(1) One pair
♦6,♥J,♦A,♥6,♥Q,(1) One pair
♦6,♥J,♦A,♥6,♥7,(1) One pair
♦6,♥J,♦A,♥6,♥10,(1) One pair
♦6,♥J,♦A,♥6,♦5,(1) One pair
♦6,♥J,♦A,♥6,♣7,(1) One pair
♦6,♥J,♦A,♥6,♦2,(1) One pair
♦6,♥J,♦A,♥6,♥8,(1) One pair
♦6,♥J,♦A,♥7,♣7,(1) One pair
♦6,♥J,♥6,♥Q,♥7,(1) One pair
♦6,♥J,♥6,♥Q,♥10,(1) One pair
♦6,♥J,♥6,♥Q,♦5,(1) One pair
♦6,♥J,♥6,♥Q,♣7,(1) One pair
♦6,♥J,♥6,♥Q,♦2,(1) One pair
♦6,♥J,♥6,♥Q,♥8,(1) One pair
♦6,♥J,♥6,♥7,♥10,(1) One pair
♦6,♥J,♥6,♥7,♦5,(1) One pair
♥7,♥10,♣7,♦2,♥8,(1) One pair
♥7,♥10,♦5,♣7,♥8,(1) One pair
♥7,♥10,♦5,♣7,♦2,(1) One pair
♦6,♥J,♥6,♥7,♦2,(1) One pair
♦6,♥J,♥6,♥7,♥8,(1) One pair
♦6,♥J,♥6,♥10,♦5,(1) One pair
♦6,♥J,♥6,♥10,♣7,(1) One pair
♦6,♥J,♥6,♥10,♦2,(1) One pair
♦6,♥J,♥6,♥10,♥8,(1) One pair
♦6,♥J,♥6,♦5,♣7,(1) One pair
♦6,♥J,♥6,♦5,♦2,(1) One pair
♦6,♥J,♥6,♦5,♥8,(1) One pair
♦6,♥J,♥6,♣7,♦2,(1) One pair
♦6,♥J,♥6,♣7,♥8,(1) One pair
♦6,♥J,♥6,♦2,♥8,(1) One pair
♦6,♥J,♥Q,♥7,♣7,(1) One pair
♦6,♥J,♥7,♥10,♣7,(1) One pair
♦6,♥J,♥7,♦5,♣7,(1) One pair
