♠2,♠3,♥5,♥J,♥2,(1) One pair
♠3,♠8,♦K,♣3,♥2,(1) One pair
♦J,♠2,♠3,♠8,♣2,(1) One pair
♦J,♠2,♠3,♠8,♥2,(1) One pair
♦J,♠2,♠3,♦K,♥J,(1) One pair
♦J,♠2,♠3,♦K,♥K,(1) One pair
♦J,♠2,♠3,♦K,♣3,(1) One pair
♦J,♠2,♠3,♦K,♣2,(1) One pair
♦J,♠2,♠3,♦K,♥2,(1) One pair
♦J,♠2,♠3,♥5,♥J,(1) One pair
♦J,♠2,♠3,♥5,♣3,(1) One pair
♦J,♠2,♠3,♥5,♣2,(1) One pair
♦J,♠2,♠3,♥5,♥2,(1) One pair
♦J,♠2,♠3,♥J,♥K,(1) One pair
♦J,♠2,♠3,♥J,♥4,(1) One pair
♦J,♠2,♠3,♥K,♣3,(1) One pair
♦J,♠2,♠3,♥K,♣2,(1) One pair
♦J,♠2,♠3,♥K,♥2,(1) One pair
♦J,♠2,♠3,♣3,♥4,(1) One pair
♥K,♣3,♣2,♥4,♥2,(1) One pair
♥J,♣3,♣2,♥4,♥2,(1) One pair
♥J,♥K,♣2,♥4,♥2,(1) One pair
♥J,♥K,♣3,♣2,♥2,(1) One pair
♥5,♣3,♣2,♥4,♥2,(1) One pair
♦J,♠2,♠3,♣2,♥4,(1) One pair
♥5,♥K,♣2,♥4,♥2,(1) One pair
♦J,♠2,♠3,♥4,♥2,(1) One pair
♦J,♠2,♠8,♦K,♥J,(1) One pair
♦J,♠2,♠8,♦K,♥K,(1) One pair
♦J,♠2,♠8,♦K,♣2,(1) One pair
♦J,♠2,♠8,♦K,♥2,(1) One pair
♦J,♠2,♠8,♥5,♥J,(1) One pair
♦J,♠2,♠8,♥5,♣2,(1) One pair
♦J,♠2,♠8,♥5,♥2,(1) One pair
♦J,♠2,♠8,♥J,♥K,(1) One pair
♦J,♠2,♠8,♥J,♣3,(1) One pair
♥5,♥K,♣3,♣2,♥2,(1) One pair
♦J,♠2,♠8,♥J,♥4,(1) One pair
♥5,♥J,♣2,♥4,♥2,(1) One pair
♦J,♠2,♠8,♥K,♣2,(1) One pair
♦J,♠2,♠8,♥K,♥2,(1) One pair
♦J,♠2,♠8,♣3,♣2,(1) One pair
♦J,♠2,♠8,♣3,♥2,(1) One pair
♦J,♠2,♠8,♣2,♥4,(1) One pair
♥5,♥J,♣3,♣2,♥2,(1) One pair
♦J,♠2,♠8,♥4,♥2,(1) One pair
♦J,♠2,♦K,♥5,♥J,(1) One pair
♦J,♠2,♦K,♥5,♥K,(1) One pair
♦J,♠2,♦K,♥5,♣2,(1) One pair
♦J,♠2,♦K,♥5,♥2,(1) One pair
♥5,♥J,♥K,♣2,♥2,(1) One pair
♦J,♠2,♦K,♥J,♣3,(1) One pair
♦K,♣3,♣2,♥4,♥2,(1) One pair
♦J,♠2,♦K,♥J,♥4,(1) One pair
♦K,♥K,♣3,♥4,♥2,(1) One pair
♦J,♠2,♦K,♥K,♣3,(1) One pair
♦K,♥K,♣3,♣2,♥4,(1) One pair
♦J,♠2,♦K,♥K,♥4,(1) One pair
♦K,♥J,♣2,♥4,♥2,(1) One pair
♦J,♠2,♦K,♣3,♣2,(1) One pair
♦J,♠2,♦K,♣3,♥2,(1) One pair
♦J,♠2,♦K,♣2,♥4,(1) One pair
♦K,♥J,♣3,♣2,♥2,(1) One pair
♦J,♠2,♦K,♥4,♥2,(1) One pair
♦J,♠2,♥5,♥J,♥K,(1) One pair
♦J,♠2,♥5,♥J,♣3,(1) One pair
♦K,♥J,♥K,♥4,♥2,(1) One pair
♦J,♠2,♥5,♥J,♥4,(1) One pair
♦K,♥J,♥K,♣2,♥4,(1) One pair
