♥8,♦4,♥10,♠2,♥2,(1) One pair
♥5,♥10,♦9,♠7,♦5,(1) One pair
♦K,♥8,♥5,♥4,♦4,(1) One pair
♦K,♥8,♥5,♥4,♦5,(1) One pair
♦K,♥8,♥5,♦4,♦5,(1) One pair
♦K,♥8,♥5,♥10,♦5,(1) One pair
♦K,♥8,♥5,♦6,♦5,(1) One pair
♦K,♥8,♥5,♦9,♦5,(1) One pair
♦K,♥8,♥5,♠2,♥2,(1) One pair
♦K,♥8,♥5,♠2,♦5,(1) One pair
♦K,♥8,♥5,♥2,♦5,(1) One pair
♦K,♥8,♥5,♠7,♦5,(1) One pair
♦K,♥8,♣7,♥4,♦4,(1) One pair
♦K,♥8,♣7,♥4,♠7,(1) One pair
♦K,♥8,♣7,♦4,♠7,(1) One pair
♦K,♥8,♣7,♥10,♠7,(1) One pair
♦K,♥8,♣7,♦6,♠7,(1) One pair
♦K,♥8,♣7,♦9,♠7,(1) One pair
♦K,♥8,♣7,♠2,♥2,(1) One pair
♦K,♥8,♣7,♠2,♠7,(1) One pair
♦K,♥8,♣7,♥2,♠7,(1) One pair
♦K,♥8,♣7,♠7,♦5,(1) One pair
♦K,♥8,♥4,♦4,♥10,(1) One pair
♦K,♥8,♥4,♦4,♦6,(1) One pair
♦K,♥8,♥4,♦4,♦9,(1) One pair
♦K,♥8,♥4,♦4,♠2,(1) One pair
♦K,♥8,♥4,♦4,♥2,(1) One pair
♦K,♥8,♥4,♦4,♠7,(1) One pair
♦K,♥8,♥4,♦4,♦5,(1) One pair
♦K,♥8,♥4,♠2,♥2,(1) One pair
♦K,♥8,♦4,♠2,♥2,(1) One pair
♦K,♥8,♥10,♠2,♥2,(1) One pair
♦K,♥8,♦6,♠2,♥2,(1) One pair
♦K,♥8,♦9,♠2,♥2,(1) One pair
♦K,♥8,♠2,♥2,♠7,(1) One pair
♦K,♥8,♠2,♥2,♦5,(1) One pair
♦K,♥5,♣7,♥4,♦4,(1) One pair
♦K,♥5,♣7,♥4,♠7,(1) One pair
♦K,♥5,♣7,♥4,♦5,(1) One pair
♦K,♥5,♣7,♦4,♠7,(1) One pair
♦K,♥5,♣7,♦4,♦5,(1) One pair
♦K,♥5,♣7,♥10,♠7,(1) One pair
♦K,♥5,♣7,♥10,♦5,(1) One pair
♦K,♥5,♣7,♦6,♠7,(1) One pair
♦K,♥5,♣7,♦6,♦5,(1) One pair
♦K,♥5,♣7,♦9,♠7,(1) One pair
♦K,♥5,♣7,♦9,♦5,(1) One pair
♦K,♥5,♣7,♠2,♥2,(1) One pair
♦K,♥5,♣7,♠2,♠7,(1) One pair
♦K,♥5,♣7,♠2,♦5,(1) One pair
♦K,♥5,♣7,♥2,♠7,(1) One pair
♦K,♥5,♣7,♥2,♦5,(1) One pair
♦9,♠2,♥2,♠7,♦5,(1) One pair
♦K,♥5,♥4,♦4,♥10,(1) One pair
♦K,♥5,♥4,♦4,♦6,(1) One pair
♦K,♥5,♥4,♦4,♦9,(1) One pair
♦K,♥5,♥4,♦4,♠2,(1) One pair
♦K,♥5,♥4,♦4,♥2,(1) One pair
♦K,♥5,♥4,♦4,♠7,(1) One pair
♦6,♠2,♥2,♠7,♦5,(1) One pair
♦K,♥5,♥4,♥10,♦5,(1) One pair
♦K,♥5,♥4,♦6,♦5,(1) One pair
♦K,♥5,♥4,♦9,♦5,(1) One pair
♦K,♥5,♥4,♠2,♥2,(1) One pair
♦K,♥5,♥4,♠2,♦5,(1) One pair
♦K,♥5,♥4,♥2,♦5,(1) One pair
♦K,♥5,♥4,♠7,♦5,(1) One pair
♦K,♥5,♦4,♥10,♦5,(1) One pair
♦K,♥5,♦4,♦6,♦5,(1) One pair
♦K,♥5,♦4,♦9,♦5,(1) One pair
♦K,♥5,♦4,♠2,♥2,(1) One pair
♦K,♥5,♦4,♠2,♦5,(1) One pair
♦K,♥5,♦4,♥2,♦5,(1) One pair
♦K,♥5,♦4,♠7,♦5,(1) One pair
♦K,♥5,♥10,♦6,♦5,(1) One pair
♦K,♥5,♥10,♦9,♦5,(1) One pair
♦K,♥5,♥10,♠2,♥2,(1) One pair
♦K,♥5,♥10,♠2,♦5,(1) One pair
♦K,♥5,♥10,♥2,♦5,(1) One pair
♦K,♥5,♥10,♠7,♦5,(1) One pair
♦K,♥5,♦6,♦9,♦5,(1) One pair
♦K,♥5,♦6,♠2,♥2,(1) One pair
♦K,♥5,♦6,♠2,♦5,(1) One pair
♦K,♥5,♦6,♥2,♦5,(1) One pair
♦K,♥5,♦6,♠7,♦5,(1) One pair
♦K,♥5,♦9,♠2,♥2,(1) One pair
♦K,♥5,♦9,♠2,♦5,(1) One pair
♦K,♥5,♦9,♥2,♦5,(1) One pair
♦K,♥5,♦9,♠7,♦5,(1) One pair
♦K,♥5,♠2,♥2,♠7,(1) One pair
♦6,♦9,♠2,♥2,♦5,(1) One pair
♦K,♥5,♠2,♠7,♦5,(1) One pair
♦K,♥5,♥2,♠7,♦5,(1) One pair
♦K,♣7,♥4,♦4,♥10,(1) One pair
♦K,♣7,♥4,♦4,♦6,(1) One pair
♦K,♣7,♥4,♦4,♦9,(1) One pair
♦K,♣7,♥4,♦4,♠2,(1) One pair
♦K,♣7,♥4,♦4,♥2,(1) One pair
♦6,♦9,♠2,♥2,♠7,(1) One pair
♦K,♣7,♥4,♦4,♦5,(1) One pair
♦K,♣7,♥4,♥10,♠7,(1) One pair
♦K,♣7,♥4,♦6,♠7,(1) One pair
♦K,♣7,♥4,♦9,♠7,(1) One pair
♦K,♣7,♥4,♠2,♥2,(1) One pair
♦K,♣7,♥4,♠2,♠7,(1) One pair
♦K,♣7,♥4,♥2,♠7,(1) One pair
♦K,♣7,♥4,♠7,♦5,(1) One pair
♦K,♣7,♦4,♥10,♠7,(1) One pair
♦K,♣7,♦4,♦6,♠7,(1) One pair
♦K,♣7,♦4,♦9,♠7,(1) One pair
♦K,♣7,♦4,♠2,♥2,(1) One pair
♦K,♣7,♦4,♠2,♠7,(1) One pair
♦K,♣7,♦4,♥2,♠7,(1) One pair
♦K,♣7,♦4,♠7,♦5,(1) One pair
♦K,♣7,♥10,♦6,♠7,(1) One pair
♦K,♣7,♥10,♦9,♠7,(1) One pair
♦K,♣7,♥10,♠2,♥2,(1) One pair
♦K,♣7,♥10,♠2,♠7,(1) One pair
♦K,♣7,♥10,♥2,♠7,(1) One pair
♦K,♣7,♥10,♠7,♦5,(1) One pair
♦K,♣7,♦6,♦9,♠7,(1) One pair
♦K,♣7,♦6,♠2,♥2,(1) One pair
♦K,♣7,♦6,♠2,♠7,(1) One pair
♦K,♣7,♦6,♥2,♠7,(1) One pair
♦K,♣7,♦6,♠7,♦5,(1) One pair
♦K,♣7,♦9,♠2,♥2,(1) One pair
♦K,♣7,♦9,♠2,♠7,(1) One pair
♦K,♣7,♦9,♥2,♠7,(1) One pair
♦K,♣7,♦9,♠7,♦5,(1) One pair
♥10,♠2,♥2,♠7,♦5,(1) One pair
♦K,♣7,♠2,♥2,♦5,(1) One pair
♦K,♣7,♠2,♠7,♦5,(1) One pair
♦K,♣7,♥2,♠7,♦5,(1) One pair
♦K,♥4,♦4,♥10,♦6,(1) One pair
♦K,♥4,♦4,♥10,♦9,(1) One pair
♦K,♥4,♦4,♥10,♠2,(1) One pair
♦K,♥4,♦4,♥10,♥2,(1) One pair
♦K,♥4,♦4,♥10,♠7,(1) One pair
♦K,♥4,♦4,♥10,♦5,(1) One pair
♦K,♥4,♦4,♦6,♦9,(1) One pair
♦K,♥4,♦4,♦6,♠2,(1) One pair
♦K,♥4,♦4,♦6,♥2,(1) One pair
♦K,♥4,♦4,♦6,♠7,(1) One pair
♦K,♥4,♦4,♦6,♦5,(1) One pair
♦K,♥4,♦4,♦9,♠2,(1) One pair
♦K,♥4,♦4,♦9,♥2,(1) One pair
♦K,♥4,♦4,♦9,♠7,(1) One pair
♦K,♥4,♦4,♦9,♦5,(1) One pair
♥10,♦9,♠2,♥2,♦5,(1) One pair
♦K,♥4,♦4,♠2,♠7,(1) One pair
♦K,♥4,♦4,♠2,♦5,(1) One pair
♦K,♥4,♦4,♥2,♠7,(1) One pair
♦K,♥4,♦4,♥2,♦5,(1) One pair
♦K,♥4,♦4,♠7,♦5,(1) One pair
♦K,♥4,♥10,♠2,♥2,(1) One pair
♦K,♥4,♦6,♠2,♥2,(1) One pair
♦K,♥4,♦9,♠2,♥2,(1) One pair
♦K,♥4,♠2,♥2,♠7,(1) One pair
♦K,♥4,♠2,♥2,♦5,(1) One pair
♦K,♦4,♥10,♠2,♥2,(1) One pair
♥10,♦9,♠2,♥2,♠7,(1) One pair
♦K,♦4,♦6,♠2,♥2,(1) One pair
♦K,♦4,♦9,♠2,♥2,(1) One pair
♦K,♦4,♠2,♥2,♠7,(1) One pair
♦K,♦4,♠2,♥2,♦5,(1) One pair
♦K,♥10,♦6,♠2,♥2,(1) One pair
♦K,♥10,♦9,♠2,♥2,(1) One pair
♦K,♥10,♠2,♥2,♠7,(1) One pair
♦K,♥10,♠2,♥2,♦5,(1) One pair
♦K,♦6,♦9,♠2,♥2,(1) One pair
♦K,♦6,♠2,♥2,♠7,(1) One pair
♦K,♦6,♠2,♥2,♦5,(1) One pair
♦K,♦9,♠2,♥2,♠7,(1) One pair
♦K,♦9,♠2,♥2,♦5,(1) One pair
